codigo;nombre;docAnfitrion;departamento;municipio;tipo;direccion;precio;amenidades
ALOJ0221;Alojamiento0022;10000094;Antioquia;Itagui;casa;Calle 55 #69-49;229569;0,0,0,0,0,0
ALOJ0222;Alojamiento0023;10000025;Antioquia;San Pedro;apartamento;Calle 72 #20-12;200215;1,1,1,0,0,1
ALOJ0223;Alojamiento0024;10000032;Antioquia;Medellin;casa;Calle 100 #19-96;91609;1,1,1,1,1,1
ALOJ0224;Alojamiento0025;10000065;Antioquia;Santo Domingo;casa;Calle 71 #90-81;139082;1,1,0,1,0,1
ALOJ0225;Alojamiento0026;10000063;Antioquia;Caldas;casa;Calle 13 #79-38;100486;1,0,1,0,0,0
ALOJ0226;Alojamiento0027;10000094;Antioquia;Fredonia;casa;Calle 4 #83-55;173955;1,0,1,1,1,0
ALOJ0227;Alojamiento0028;10000029;Antioquia;Santa Rosa de Osos;casa;Calle 74 #60-84;206825;1,0,0,0,1,1
ALOJ0228;Alojamiento0029;10000036;Antioquia;La Pintada;apartamento;Calle 15 #81-40;206278;0,1,1,0,0,1
ALOJ0229;Alojamiento0030;10000030;Antioquia;Alejandria;apartamento;Calle 79 #48-9;130484;0,1,1,0,0,0
ALOJ0230;Alojamiento0031;10000007;Antioquia;Rionegro;casa;Calle 16 #25-43;249042;1,1,1,0,1,1
ALOJ0231;Alojamiento0032;10000013;Antioquia;Jerico;casa;Calle 52 #12-24;203125;0,0,1,0,1,1
ALOJ0232;Alojamiento0033;10000079;Antioquia;San Rafael;casa;Calle 33 #10-27;99382;1,1,1,0,0,1
ALOJ0233;Alojamiento0034;10000075;Antioquia;Tamesis;apartamento;Calle 18 #100-33;220130;1,1,1,0,0,0
ALOJ0234;Alojamiento0035;10000049;Antioquia;Sabanalarga;apartamento;Calle 60 #74-67;203102;1,1,0,1,0,1
ALOJ0235;Alojamiento0036;10000033;Antioquia;Remedios;casa;Calle 8 #97-92;178146;0,1,0,0,1,1
ALOJ0236;Alojamiento0037;10000049;Antioquia;Santa Rosa de Osos;casa;Calle 44 #61-92;149149;1,1,1,0,1,1
ALOJ0237;Alojamiento0038;10000021;Antioquia;Girardota;apartamento;Calle 79 #48-9;93909;0,1,0,0,1,0
ALOJ0238;Alojamiento0039;10000068;Antioquia;Uramita;casa;Calle 46 #66-81;107483;0,0,1,0,0,1
ALOJ0239;Alojamiento0040;10000011;Antioquia;Guatape;apartamento;Calle 82 #41-96;176704;0,1,1,0,0,1
ALOJ0240;Alojamiento0041;10000068;Antioquia;Caracoli;casa;Calle 32 #5-20;201937;0,0,0,1,0,1
ALOJ0241;Alojamiento0042;10000011;Antioquia;Tarso;casa;Calle 19 #60-53;111645;0,1,0,0,0,0
ALOJ0242;Alojamiento0043;10000021;Antioquia;San Jeronimo;apartamento;Calle 55 #69-49;122368;0,1,0,0,0,0
ALOJ0243;Alojamiento0044;10000077;Antioquia;Dabeiba;apartamento;Calle 33 #10-27;153002;0,0,1,0,0,0
ALOJ0244;Alojamiento0045;10000004;Antioquia;Puerto Berrio;casa;Calle 37 #11-47;195705;1,0,1,0,1,1
ALOJ0245;Alojamiento0046;10000052;Antioquia;San Pedro de Uraba;apartamento;Calle 5 #45-57;104018;0,0,0,1,0,1
ALOJ0246;Alojamiento0047;10000050;Antioquia;Cisneros;apartamento;Calle 52 #12-24;160604;0,1,1,0,1,0
ALOJ0247;Alojamiento0048;10000085;Antioquia;Girardota;casa;Calle 100 #19-96;107078;1,1,1,1,0,1
ALOJ0248;Alojamiento0049;10000089;Antioquia;Sabaneta;apartamento;Calle 73 #26-80;222783;0,1,0,1,0,0
ALOJ0249;Alojamiento0050;10000071;Antioquia;La Estrella;apartamento;Calle 34 #48-31;193958;0,1,0,1,1,1
ALOJ0250;Alojamiento0051;10000045;Antioquia;San Luis;casa;Calle 1 #27-24;115610;0,0,0,1,1,0
ALOJ0251;Alojamiento0052;10000052;Antioquia;Chigorodo;casa;Calle 75 #13-88;181263;1,0,1,0,0,0
ALOJ0252;Alojamiento0053;10000043;Antioquia;Entrerrios;apartamento;Calle 61 #75-23;219830;1,0,0,0,0,0
ALOJ0253;Alojamiento0054;10000018;Antioquia;El Penol;apartamento;Calle 18 #100-33;189756;1,1,0,0,0,0
ALOJ0254;Alojamiento0055;10000078;Antioquia;Tarso;apartamento;Calle 38 #52-93;177759;0,0,1,1,0,1
ALOJ0255;Alojamiento0056;10000097;Antioquia;El Santuario;apartamento;Calle 70 #36-53;148777;0,1,0,0,1,1
ALOJ0256;Alojamiento0057;10000097;Antioquia;Caucasia;casa;Calle 71 #90-81;95516;1,1,1,0,1,0
ALOJ0257;Alojamiento0058;10000020;Antioquia;Apartado;casa;Calle 13 #79-38;98058;0,0,1,0,0,1
ALOJ0258;Alojamiento0059;10000017;Antioquia;Peque;apartamento;Calle 38 #52-93;133208;1,1,0,1,1,1
ALOJ0259;Alojamiento0060;10000029;Antioquia;Montebello;apartamento;Calle 37 #11-47;185655;0,0,1,0,0,0
ALOJ0260;Alojamiento0061;10000020;Antioquia;Maceo;casa;Calle 58 #98-18;105646;1,0,1,0,1,0
ALOJ0261;Alojamiento0062;10000090;Antioquia;Campamento;casa;Calle 49 #45-98;98933;1,1,1,1,1,1
ALOJ0262;Alojamiento0063;10000080;Antioquia;Medellin;casa;Calle 59 #25-82;138585;1,0,1,0,0,1
ALOJ0263;Alojamiento0064;10000094;Antioquia;Pueblorrico;casa;Calle 52 #12-24;94248;0,0,0,0,0,0
ALOJ0264;Alojamiento0065;10000018;Antioquia;Alejandria;casa;Calle 40 #31-40;172122;1,1,1,1,0,1
ALOJ0265;Alojamiento0066;10000020;Antioquia;Fredonia;casa;Calle 16 #25-43;213770;0,0,1,0,1,1
ALOJ0266;Alojamiento0067;10000003;Antioquia;Marinilla;apartamento;Calle 30 #63-86;190527;0,1,0,1,1,0
ALOJ0267;Alojamiento0068;10000097;Antioquia;Liborina;casa;Calle 72 #20-12;133268;0,1,1,1,1,1
ALOJ0268;Alojamiento0069;10000044;Antioquia;Carolina del Principe;apartamento;Calle 30 #63-86;119272;0,0,1,1,1,0
ALOJ0269;Alojamiento0070;10000071;Antioquia;San Pedro de Uraba;apartamento;Calle 90 #49-58;147320;0,0,0,0,0,0
ALOJ0270;Alojamiento0071;10000087;Antioquia;Titiribi;apartamento;Calle 2 #97-68;210589;1,1,0,1,1,0
ALOJ0271;Alojamiento0072;10000077;Antioquia;Jardin;casa;Calle 4 #83-55;155906;1,1,0,0,0,1
ALOJ0272;Alojamiento0073;10000049;Antioquia;Buritica;casa;Calle 66 #13-22;212565;0,1,1,1,0,0
ALOJ0273;Alojamiento0074;10000051;Antioquia;Caceres;apartamento;Calle 42 #92-65;210866;1,1,1,0,0,0
ALOJ0274;Alojamiento0075;10000056;Antioquia;Urrao;casa;Calle 21 #93-16;208709;1,1,1,1,1,0
ALOJ0275;Alojamiento0076;10000027;Antioquia;Venecia;casa;Calle 65 #42-30;115810;1,0,0,0,0,0
ALOJ0276;Alojamiento0077;10000070;Antioquia;Valparaiso;apartamento;Calle 6 #34-53;248227;0,1,1,1,1,1
ALOJ0277;Alojamiento0078;10000009;Antioquia;Betania;casa;Calle 50 #14-13;120245;0,1,0,0,0,1
ALOJ0278;Alojamiento0079;10000035;Antioquia;Don Matias;apartamento;Calle 13 #79-38;179156;1,1,1,0,1,0
ALOJ0279;Alojamiento0080;10000032;Antioquia;Caucasia;apartamento;Calle 78 #13-79;244780;1,0,1,1,0,1
ALOJ0280;Alojamiento0081;10000087;Antioquia;Jerico;apartamento;Calle 40 #31-40;90646;0,0,0,1,0,1
ALOJ0281;Alojamiento0082;10000056;Antioquia;Chigorodo;casa;Calle 39 #16-20;246003;0,0,1,0,1,1
ALOJ0282;Alojamiento0083;10000098;Antioquia;Concordia;casa;Calle 92 #78-36;235091;1,1,0,0,0,0
ALOJ0283;Alojamiento0084;10000049;Antioquia;La Union;casa;Calle 59 #25-82;88052;0,1,0,1,1,1
ALOJ0284;Alojamiento0085;10000056;Antioquia;Liborina;apartamento;Calle 13 #79-38;245423;0,1,1,1,1,0
ALOJ0285;Alojamiento0086;10000074;Antioquia;Titiribi;casa;Calle 14 #42-64;198917;0,1,1,1,1,1
ALOJ0286;Alojamiento0087;10000052;Antioquia;Amalfi;apartamento;Calle 79 #48-9;191054;0,0,1,0,1,0
ALOJ0287;Alojamiento0088;10000040;Antioquia;Abejorral;casa;Calle 83 #96-69;229712;0,1,0,0,1,1
ALOJ0288;Alojamiento0089;10000042;Antioquia;Segovia;apartamento;Calle 29 #72-72;94835;0,1,0,1,0,0
ALOJ0289;Alojamiento0090;10000034;Antioquia;Caucasia;apartamento;Calle 45 #43-22;81862;1,0,0,0,1,1
ALOJ0290;Alojamiento0091;10000092;Antioquia;Santa Rosa de Osos;apartamento;Calle 28 #73-95;165841;1,0,0,1,1,1
ALOJ0291;Alojamiento0092;10000067;Antioquia;San Rafael;apartamento;Calle 93 #37-33;249890;1,1,0,0,1,1
ALOJ0292;Alojamiento0093;10000099;Antioquia;Medellin;casa;Calle 52 #12-24;185180;0,1,0,1,1,0
ALOJ0293;Alojamiento0094;10000023;Antioquia;Ebejico;apartamento;Calle 18 #100-33;220549;0,1,1,0,1,1
ALOJ0294;Alojamiento0095;10000087;Antioquia;Alejandria;casa;Calle 73 #26-80;105216;0,1,0,0,0,0
ALOJ0295;Alojamiento0096;10000073;Antioquia;Yarumal;apartamento;Calle 82 #41-96;104046;0,0,1,1,0,0
ALOJ0296;Alojamiento0097;10000060;Antioquia;Envigado;casa;Calle 23 #82-100;214802;0,1,1,1,0,1
ALOJ0297;Alojamiento0098;10000015;Antioquia;Gomez Plata;casa;Calle 65 #42-30;243412;0,0,0,0,1,0
ALOJ0298;Alojamiento0099;10000055;Antioquia;Guadalupe;apartamento;Calle 91 #87-92;173548;0,1,0,1,1,1
ALOJ0299;Alojamiento0100;10000096;Antioquia;Gomez Plata;casa;Calle 1 #27-24;175606;1,0,1,1,1,0
ALOJ0300;Alojamiento0101;10000012;Antioquia;El Retiro;apartamento;Calle 58 #98-18;98153;1,1,0,1,0,0
